"CMS Certification Number (CCN)","State","Percent of residents who are up-to-date on their vaccines","Percent of staff who are up-to-date on their vaccines","Date vaccination data last updated"
"365306","OH","0.0","0.0","10/27/2024"
"365309","OH","Not Available","Not Available","10/27/2024"
"365310","OH","0.0","0.0","10/27/2024"
"365313","OH","0.0","0.0","10/27/2024"
"365315","OH","0.0","0.0","10/27/2024"
"365316","OH","0.0","0.0","10/27/2024"
"365317","OH","21.6","0.0","10/27/2024"
"365318","OH","0.0","0.0","10/27/2024"
"365320","OH","53.2","0.0","10/27/2024"
"365321","OH","0.0","0.0","10/27/2024"
"365322","OH","43.3","1.1","10/27/2024"
"365323","OH","58.1","0.9","10/27/2024"
"365324","OH","0.0","0.0","10/27/2024"
"365327","OH","Not Available","Not Available","10/27/2024"
"365329","OH","Not Available","Not Available","10/27/2024"
"365330","OH","26.5","8.9","10/27/2024"
"365331","OH","47.6","0.0","10/27/2024"
"365333","OH","Not Available","Not Available","10/27/2024"
"365336","OH","30.8","3.9","10/27/2024"
"365337","OH","1.7","0.0","10/27/2024"
"365339","OH","38.3","0.0","10/27/2024"
"365340","OH","0.0","0.0","10/27/2024"
"365341","OH","Not Available","Not Available","10/27/2024"
"365342","OH","55.2","0.0","10/27/2024"
"365343","OH","0.0","0.0","10/27/2024"
"365344","OH","0.0","3.1","10/27/2024"
"365346","OH","26.5","0.1","10/27/2024"
"365348","OH","0.0","0.0","10/27/2024"
"365350","OH","67.1","12.3","10/27/2024"
"365351","OH","0.0","0.0","10/27/2024"
"365353","OH","0.0","0.0","10/27/2024"
"365354","OH","Not Available","Not Available","10/27/2024"
"365355","OH","0.0","0.0","10/27/2024"
"365358","OH","63.6","0.9","10/27/2024"
"365361","OH","0.0","0.0","10/27/2024"
"365362","OH","50.0","0.0","10/27/2024"
"365363","OH","48.7","5.2","10/27/2024"
"365364","OH","0.0","42.7","10/27/2024"
"365365","OH","40.4","5.9","10/27/2024"
"365368","OH","0.0","2.2","10/27/2024"
"365370","OH","0.0","0.0","10/27/2024"
"365374","OH","0.0","0.0","10/27/2024"
"365375","OH","1.0","4.6","10/27/2024"
"365376","OH","1.4","0.0","10/27/2024"
"365377","OH","0.0","0.0","10/27/2024"
"365379","OH","11.2","0.0","10/27/2024"
"365380","OH","48.8","0.0","10/27/2024"
"365381","OH","0.0","0.0","10/27/2024"
"365385","OH","45.7","1.2","10/27/2024"
"365387","OH","0.0","0.0","10/27/2024"
"365388","OH","0.0","0.0","10/27/2024"
"365389","OH","51.6","3.0","10/27/2024"
"365392","OH","80.2","50.0","10/27/2024"
"365393","OH","52.0","4.8","10/27/2024"
"365394","OH","59.6","0.0","10/27/2024"
"365396","OH","Not Available","Not Available","10/27/2024"
"365398","OH","Not Available","0.0","10/27/2024"
"365399","OH","0.0","6.5","10/27/2024"
"365401","OH","0.0","0.0","10/27/2024"
"365402","OH","37.8","0.9","10/27/2024"
"365404","OH","1.1","0.0","10/27/2024"
"365405","OH","1.9","0.0","10/27/2024"
"365406","OH","0.0","5.7","10/27/2024"
"365407","OH","0.0","0.0","10/27/2024"
"365408","OH","0.0","0.0","10/27/2024"
"365410","OH","43.9","0.0","10/27/2024"
"365411","OH","48.7","0.0","10/27/2024"
"365412","OH","55.6","73.3","10/27/2024"
"365416","OH","64.7","1.9","10/27/2024"
"365417","OH","0.0","0.0","10/27/2024"
"365418","OH","0.0","0.0","10/27/2024"
"365421","OH","Not Available","Not Available","10/27/2024"
"365422","OH","31.1","5.9","10/27/2024"
"365423","OH","47.3","0.0","10/27/2024"
"365424","OH","0.0","0.0","10/27/2024"
"365425","OH","0.0","0.0","10/27/2024"
"365426","OH","34.1","0.0","10/27/2024"
"365427","OH","56.4","1.0","10/27/2024"
"365428","OH","70.9","0.0","10/27/2024"
"365429","OH","56.3","0.0","10/27/2024"
"365430","OH","40.8","1.8","10/27/2024"
"365431","OH","0.0","0.0","10/27/2024"
"365432","OH","0.0","0.0","10/27/2024"
"365433","OH","0.0","0.0","10/27/2024"
"365435","OH","65.7","1.7","10/27/2024"
"365436","OH","29.4","2.2","10/27/2024"
"365437","OH","35.9","0.0","10/27/2024"
"365440","OH","46.2","2.1","10/27/2024"
"365441","OH","0.0","0.0","10/27/2024"
"365443","OH","0.8","0.0","10/27/2024"
"365444","OH","69.2","0.7","10/27/2024"
"365445","OH","0.0","0.0","10/27/2024"
"365446","OH","0.0","0.0","10/27/2024"
"365447","OH","0.0","0.0","10/27/2024"
"365448","OH","0.0","0.0","10/27/2024"
"365450","OH","0.0","0.0","10/27/2024"
"365452","OH","48.4","0.0","10/27/2024"
"365453","OH","39.2","0.0","10/27/2024"
"365455","OH","0.0","0.0","10/27/2024"
"365456","OH","3.4","0.0","10/27/2024"
"365457","OH","0.0","0.0","10/27/2024"
"365458","OH","54.8","1.8","10/27/2024"
"365460","OH","0.0","58.1","10/27/2024"
"365461","OH","57.1","1.7","10/27/2024"
"365462","OH","0.0","0.0","10/27/2024"
"365466","OH","59.8","0.0","10/27/2024"
"365469","OH","24.2","0.0","10/27/2024"
"365470","OH","91.4","2.8","10/27/2024"
"365474","OH","47.4","0.0","10/27/2024"
"365475","OH","0.0","0.0","10/27/2024"
"365476","OH","94.1","29.3","10/27/2024"
"365478","OH","0.0","0.0","10/27/2024"
"365480","OH","62.6","0.0","10/27/2024"
"365481","OH","57.6","0.0","10/27/2024"
"365482","OH","57.5","0.0","10/27/2024"
"365483","OH","0.0","2.1","10/27/2024"
"365485","OH","0.0","1.3","10/27/2024"
"365487","OH","72.2","2.1","10/27/2024"
"365488","OH","11.4","0.0","10/27/2024"
"365489","OH","Not Available","Not Available","10/27/2024"
"365492","OH","0.0","0.8","10/27/2024"
"365493","OH","36.1","2.7","10/27/2024"
"365494","OH","0.0","1.1","10/27/2024"
"365495","OH","0.0","0.0","10/27/2024"
"365496","OH","0.0","0.0","10/27/2024"
"365497","OH","0.0","Not Available","10/27/2024"
"365498","OH","0.0","0.0","10/27/2024"
"365504","OH","5.9","2.2","10/27/2024"
"365505","OH","32.0","0.0","10/27/2024"
"365506","OH","95.7","0.0","10/27/2024"
"365508","OH","23.8","0.6","10/27/2024"
"365510","OH","43.2","0.8","10/27/2024"
"365514","OH","0.0","0.0","10/27/2024"
"365515","OH","0.0","0.0","10/27/2024"
"365517","OH","0.0","7.9","10/27/2024"
"365520","OH","20.4","0.0","10/27/2024"
"365521","OH","0.7","7.3","10/27/2024"
"365523","OH","0.0","0.0","10/27/2024"
"365525","OH","0.0","0.0","10/27/2024"
"365527","OH","0.0","0.0","10/27/2024"
"365529","OH","Not Available","Not Available","10/27/2024"
"365530","OH","0.0","0.0","10/27/2024"
"365532","OH","43.1","0.8","10/27/2024"
"365533","OH","0.0","0.0","10/27/2024"
"365535","OH","0.0","1.5","10/27/2024"
"365538","OH","31.8","55.4","10/27/2024"
"365539","OH","0.0","2.9","10/27/2024"
"365541","OH","0.0","0.0","10/27/2024"
"365545","OH","0.0","0.0","10/27/2024"
"365550","OH","1.6","0.0","10/27/2024"
"365551","OH","0.0","2.8","10/27/2024"
"365552","OH","2.1","0.0","10/27/2024"
